Batch,FusNeo_Count_1,FusNeo_Count_2,Metric,T-Statistic,P-Value,Significance
Batch_1,1,2,S_TAMsurr_score,-3.2868938748224252,0.0011547714605567583,*
Batch_1,1,2,S_Immune_NSCLC_score,-1.5882276372953688,0.1134691435750981,ns
Batch_1,1,2,S_Module3_IFN_score,-3.0228810211601345,0.002757983510667511,*
Batch_1,1,2,S_Module4_TcellBcell_score,-1.2068706760256538,0.22859595003432023,ns
Batch_1,1,2,S_Module5_TcellBcell_score,-1.6595842580586708,0.09822259113689327,ns
Batch_1,1,2,S_Module11_Prolif_score,-4.1859214118093355,3.908247877185506e-05,*
Batch_1,1,2,S_CD8_CD68_ratio,-0.39964291446598016,0.6897527696047792,ns
Batch_1,1,2,S_TAMsurr_TcClassII_ratio,-1.2899023404076524,0.19824858145570542,ns
Batch_1,1,2,S_CHANG_CORE_SERUM_RESPONSE_UP,-2.000107157874765,0.046545055976552945,*
Batch_1,1,2,S_CSR_Activated_15701700,-3.3928975388808293,0.0008011613286029288,*
Batch_1,1,2,S_B_cells,-0.839476222210852,0.40198537940173173,ns
Batch_1,1,2,S_T_cells,-1.2336032711328127,0.21848217506425371,ns
Batch_1,1,2,S_T_helper,-1.1262963159691242,0.26109481303881177,ns
Batch_1,1,2,S_Tcm,-0.2488041099704852,0.8037118000773267,ns
Batch_1,1,2,S_Tem,-1.6187169920890447,0.10673948264669056,ns
Batch_1,1,2,S_Th1,-2.8904615000712957,0.004176746066644805,*
Batch_1,1,2,S_Th2,-3.1440849555925703,0.0018625184205902103,*
Batch_1,1,2,S_TFH,0.04577167270651037,0.9635279213645153,ns
Batch_1,1,2,S_CD8_Tcells,-0.41373867964274114,0.6794118929877506,ns
Batch_1,1,2,S_Th17,0.21253962200864351,0.8318552069928552,ns
Batch_1,1,2,S_Treg,-1.8263557041075904,0.06896130725039064,ns
Batch_1,1,2,S_Tgd,-2.3107015385620184,0.021644603967859527,*
Batch_1,1,2,S_Cytotoxic_cells,-0.7370282407470781,0.46178010391457225,ns
Batch_1,1,2,S_NK_cells,0.6644476967984303,0.5070018590516842,ns
Batch_1,1,2,S_NK_cd56dim,-1.4690355670943038,0.14305089539482202,ns
Batch_1,1,2,S_NK_cd56bright,1.8202215365436907,0.069892925829492,ns
Batch_1,1,2,S_DC,-0.5885117193175905,0.5567077381369672,ns
Batch_1,1,2,S_iDC,0.3066124375803447,0.7593876201308664,ns
Batch_1,1,2,S_aDC,-1.9386141166703872,0.05364748045037675,ns
Batch_1,1,2,S_pDC,1.0598027324056976,0.29023324133532236,ns
Batch_1,1,2,S_Eosinophils,-0.8963513546165174,0.37090723942009673,ns
Batch_1,1,2,S_Macrophages,-1.095491150625197,0.2743310670909267,ns
Batch_1,1,2,S_Mast,-0.6811420939223273,0.49639724710596567,ns
Batch_1,1,2,S_Neutrophils,-1.1907465459357298,0.23485603128156385,ns
Batch_1,1,2,S_Bindea_full,-1.501660571384944,0.13441721478134946,ns
Batch_1,1,2,S_Expanded_IFNg,-1.3000786098594832,0.1947433269542529,ns
Batch_1,1,2,S_KEGG_MMR,-1.7710326861539962,0.07774511579339323,ns
Batch_1,1,2,S_KEGG_TGF_Beta,-1.2528511687094128,0.21140305661291367,ns
Batch_1,1,2,S_KEGG_Cytosolic_DNA_Sensing,0.08426616587097636,0.9329106706705617,ns
Batch_1,1,2,S_PAM100HRD,-0.9659759639690763,0.33496785442826993,ns
Batch_1,1,3,ESTIMATE,0.6265449082202763,0.5314388612458891,ns
Batch_1,1,3,IMPRES,-0.4780031498676369,0.6329995941154409,ns
Batch_1,1,3,C_Bcellsnaive,-0.15367909296716667,0.877967136791812,ns
Batch_1,1,3,C_Bcellsmemory,1.7689718877966307,0.07792486227090636,ns
Batch_1,1,3,C_Plasmacells,-1.33363552460727,0.18334519848664302,ns
Batch_1,1,3,C_TcellsCD8,0.07950004922771725,0.9366884314827723,ns
Batch_1,1,3,C_TcellsCD4naive,-0.7082882469748287,0.4793217842446996,ns
Batch_1,1,3,C_TcellsCD4memoryresting,-1.199236100178042,0.23139203516744455,ns
Batch_1,1,3,C_TcellsCD4memoryactivated,-0.9718856477195028,0.33189828810673627,ns
Batch_1,1,3,C_Tcellsfollicularhelper,-0.5438100456781252,0.5869801687261289,ns
Batch_1,1,3,C_Tcellsregulatory(Tregs),-0.7576119913534746,0.4492839697331903,ns
Batch_1,1,3,C_Tcellsgammadelta,0.496448016602264,0.6199455792577253,ns
Batch_1,1,3,C_NKcellsresting,-0.04470198609476447,0.9643748905890366,ns
Batch_1,1,3,C_NKcellsactivated,-0.8988281057287797,0.3694723470068868,ns
Batch_1,1,3,C_Monocytes,-0.632669848242966,0.5274360479194065,ns
Batch_1,1,3,C_MacrophagesM0,-1.6420656212652542,0.10163477207061657,ns
Batch_1,1,3,C_MacrophagesM1,-3.1665488819436782,0.001702991688852276,*
Batch_1,1,3,C_MacrophagesM2,2.6192308631038363,0.009265352779242798,*
Batch_1,1,3,C_Dendriticcellsresting,3.203655260503114,0.0015044729064692924,*
Batch_1,1,3,C_Dendriticcellsactivated,-1.044535823057295,0.2970869632275554,ns
Batch_1,1,3,C_Mastcellsresting,0.8739270178535758,0.38286408781315207,ns
Batch_1,1,3,C_Mastcellsactivated,2.818964126219329,0.005141606375532009,*
Batch_1,1,3,C_Eosinophils,-0.6369221578811566,0.5246661668774761,ns
Batch_1,1,3,C_Neutrophils,0.6955415961569983,0.48725981409463204,ns
Batch_1,1,3,S_Attractors_LYM,0.6989373443004361,0.48513815095416557,ns
Batch_1,1,3,S_Attractors_IFIT3,-1.6857127846306155,0.09290137856993215,ns
Batch_1,1,3,S_Attractors_G_GIMAP4,0.8897539482710024,0.37431814235475336,ns
Batch_1,1,3,S_Attractors_G_HLA.DPA1,2.0097784416253726,0.045358814970210125,*
Batch_1,1,3,S_Attractors_G_SLAMF6,0.45686629733215617,0.6481011123819056,ns
Batch_1,1,3,S_Attractors_G_LILRB4,-0.2879602277936829,0.773578023863539,ns
Batch_1,1,3,S_Attractors_G_SIGLEC9,0.6644897883619635,0.5068924583566965,ns
Batch_1,1,3,S_Attractors_G_CYTH4,0.0066862745401069625,0.9946696533633292,ns
Batch_1,1,3,S_Attractors_G_CD3E,1.396483624223537,0.16361165449365198,ns
Batch_1,1,3,S_Lymph_Vessels,1.3776143279055433,0.1693595749180683,ns
Batch_1,1,3,S_ICR_SCORE,-0.7893030326668788,0.43056456327044146,ns
Batch_1,1,3,S_ICR_INHIB_SCORE,-1.531913270376072,0.12660828698880666,ns
Batch_1,1,3,S_ICR_ACT_SCORE,-0.6107721769587318,0.5418175358275774,ns
Batch_1,1,3,S_Angiogenesis,1.4908003487040935,0.13707519696649598,ns
Batch_1,1,3,S_APM1,-1.8572238549977078,0.0642690929573065,ns
Batch_1,1,3,S_APM2,2.322639696916666,0.020874169979472904,*
Batch_1,1,3,S_ICS5_score,1.0109687724630037,0.3128542804287294,ns
Batch_1,1,3,S_LIexpression_score,0.7098586072313169,0.47834876735109333,ns
Batch_1,1,3,S_Chemokine12_score,-0.8240900122205627,0.4105497102612199,ns
Batch_1,1,3,S_NHI_5gene_score,-2.9342707930209584,0.003604043206304016,*
Batch_1,1,3,S_CD68,-0.4789355982548061,0.6323368605591413,ns
Batch_1,1,3,S_CD8A,0.7832749655685962,0.4340898053164689,ns
Batch_1,1,3,S_PD1_data,-0.4317158215195034,0.6662611938573855,ns
Batch_1,1,3,S_PDL1_data,-1.6896837743722246,0.0921378203023696,ns
Batch_1,1,3,S_PD1_PDL1_score,-0.9714348713965874,0.33212224153887193,ns
Batch_1,1,3,S_CTLA4_data,-0.4478397488104273,0.6545953385661678,ns
Batch_1,1,3,S_Bcell_mg_IGJ,0.08989255797797242,0.928433185419359,ns
Batch_1,1,3,S_Bcell_receptors_score,1.2069984821260353,0.22839315576098893,ns
Batch_1,1,3,S_STAT1_score,-0.1961992579110655,0.8445883856775609,ns
Batch_1,1,3,S_CSF1_response,0.8213407280058947,0.41211101829883634,ns
Batch_1,1,3,S_TcClassII_score,1.241387116930129,0.21544230508917747,ns
Batch_1,1,3,S_IL12_score_21050467,-0.4344525075406208,0.6642753432429476,ns
Batch_1,1,3,S_IL4_score_21050467,-0.522294328203825,0.6018547573044586,ns
Batch_1,1,3,S_IL2_score_21050467,-0.847780938443112,0.3972426680192579,ns
Batch_1,1,3,S_IL13_score_21050467,-1.0536193533021245,0.2929136262098134,ns
Batch_1,1,3,S_IFNG_score_21050467,-1.3628434574201427,0.17396425079818303,ns
Batch_1,1,3,S_TGFB_score_21050467,-1.630730121971225,0.1040072338186555,ns
Batch_1,1,3,S_TREM1_data,-0.5658178015454364,0.5719448743291025,ns
Batch_1,1,3,S_DAP12_data,2.430733530827344,0.01566014966245565,*
Batch_1,1,3,S_Tcell_receptors_score,1.581854610603399,0.11474706266010147,ns
Batch_1,1,3,S_IL8_21978456,-1.2862827882269998,0.19934619488287753,ns
Batch_1,1,3,S_IFN_21978456,-1.5527651506811888,0.12154416869510533,ns
Batch_1,1,3,S_MHC1_21978456,0.4107075829880384,0.6815831167651831,ns
Batch_1,1,3,S_MHC2_21978456,1.7490623943373056,0.08131323013274575,ns
Batch_1,1,3,S_Bcell_21978456,-0.4442752957446733,0.6571671021947513,ns
Batch_1,1,3,S_Tcell_21978456,0.2592889295808431,0.7955919482983639,ns
Batch_1,1,3,S_CD103pos_mean_25446897,1.2987774669437506,0.19502776009540257,ns
Batch_1,1,3,S_CD103neg_mean_25446897,1.3533324899744743,0.1769785593259769,ns
Batch_1,1,3,S_IgG_19272155,-0.5457938444760648,0.5856173563737764,ns
Batch_1,1,3,S_Interferon_19272155,-1.6389829041791077,0.10227564054417326,ns
Batch_1,1,3,S_LCK_19272155,0.7181841249663533,0.47320832856075346,ns
Batch_1,1,3,S_MHC.I_19272155,0.28697755855486395,0.774329610814615,ns
Batch_1,1,3,S_MHC.II_19272155,0.6960735450198933,0.4869271201913523,ns
Batch_1,1,3,S_STAT1_19272155,-2.3094081978003067,0.021606881206044034,*
Batch_1,1,3,S_Troester_WoundSig_19887484,-0.5310726691409736,0.5957653411340597,ns
Batch_1,1,3,S_MDACC.FNA.1_20805453,-0.9191285439405126,0.35877420350088685,ns
Batch_1,1,3,S_IGG_Cluster_21214954,-0.985051278764926,0.3254006625498924,ns
Batch_1,1,3,S_Minterferon_Cluster_21214954,-1.6648302481062809,0.09700115128163245,ns
Batch_1,1,3,S_Immune_cell_Cluster_21214954,0.30163368823332576,0.7631424140425127,ns
Batch_1,1,3,S_MCD3_CD8_21214954,2.411892112004477,0.016476346378334204,*
Batch_1,1,3,S_Interferon_Cluster_21214954,-0.9756307956713967,0.3300414280858819,ns
Batch_1,1,3,S_B_cell_PCA_16704732,-0.744053828883835,0.4574321638969169,ns
Batch_1,1,3,S_CD8_PCA_16704732,1.0425250549019798,0.2980161659679598,ns
Batch_1,1,3,S_GRANS_PCA_16704732,-1.285125753157927,0.1997496162820449,ns
Batch_1,1,3,S_LYMPHS_PCA_16704732,4.418361677032347,1.3953387396160037e-05,*
Batch_1,1,3,S_T_cell_PCA_16704732,-0.21506618147460563,0.8298633245218794,ns
Batch_1,1,3,S_TGFB_PCA_17349583,-0.23797551259878538,0.8120641800929789,ns
Batch_1,1,3,S_Rotterdam_ERneg_PCA_15721472,-2.036092562035284,0.042628130006456995,*
Batch_1,1,3,S_HER2_Immune_PCA_18006808,0.44103220007317107,0.6595105569837718,ns
Batch_1,1,3,S_IR7_score,0.9024905828909473,0.3675276580981168,ns
Batch_1,1,3,S_Buck14_score,2.382442580770089,0.017827375705217443,*
Batch_1,1,3,S_TAMsurr_score,-2.7888091766977676,0.005631845695752735,*
Batch_1,1,3,S_Immune_NSCLC_score,-0.14295555333673748,0.88642222021524,ns
Batch_1,1,3,S_Module3_IFN_score,-1.643471243544835,0.10134362482097424,ns
Batch_1,1,3,S_Module4_TcellBcell_score,0.21847573432932868,0.8272085080583055,ns
Batch_1,1,3,S_Module5_TcellBcell_score,-0.5784673309374332,0.5633870308894645,ns
Batch_1,1,3,S_Module11_Prolif_score,-8.018698756545122,2.480738328109265e-14,*
Batch_1,1,3,S_CD8_CD68_ratio,-0.5742852231228199,0.5662094965586938,ns
Batch_1,1,3,S_TAMsurr_TcClassII_ratio,0.3183060614880795,0.7504764950559867,ns
Batch_1,1,3,S_CHANG_CORE_SERUM_RESPONSE_UP,-2.98218015930004,0.0030991760261156165,*
Batch_1,1,3,S_CSR_Activated_15701700,-3.2251263529977408,0.0013996180320550865,*
Batch_1,1,3,S_B_cells,-0.9304430224081769,0.35289740728195507,ns
Batch_1,1,3,S_T_cells,0.7750104405211514,0.43895008126736335,ns
Batch_1,1,3,S_T_helper,0.21548927943782298,0.829533776469713,ns
Batch_1,1,3,S_Tcm,-0.7251746854604173,0.46891583371616474,ns
Batch_1,1,3,S_Tem,-0.5776200346614756,0.5639583122074969,ns
Batch_1,1,3,S_Th1,-2.067038732663384,0.03959675107384893,*
Batch_1,1,3,S_Th2,-3.31059502438453,0.0010458373623915774,*
Batch_1,1,3,S_TFH,1.806866480713225,0.07179504074991612,ns
Batch_1,1,3,S_CD8_Tcells,0.7917223604762967,0.42915443777435336,ns
Batch_1,1,3,S_Th17,1.1380162714492004,0.2560308716555041,ns
Batch_1,1,3,S_Treg,-1.3999086868099868,0.16258435503492608,ns
Batch_1,1,3,S_Tgd,-1.3476490019101826,0.178798398334657,ns
Batch_1,1,3,S_Cytotoxic_cells,1.3276518291270403,0.1853126845833048,ns
Batch_1,1,3,S_NK_cells,4.696399198997485,4.052134171451077e-06,*
Batch_1,1,3,S_NK_cd56dim,-1.063918992880441,0.2882296294439483,ns
Batch_1,1,3,S_NK_cd56bright,3.652644162768879,0.00030671245872524507,*
Batch_1,1,3,S_DC,0.5973295749398647,0.550742482917147,ns
Batch_1,1,3,S_iDC,2.6582557502542326,0.008280196088880266,*
Batch_1,1,3,S_aDC,-0.92523633796951,0.3555941434458433,ns
Batch_1,1,3,S_pDC,2.7763590505109215,0.005846331338005736,*
Batch_1,1,3,S_Eosinophils,0.20963147876984004,0.8340990318358076,ns
Batch_1,1,3,S_Macrophages,-0.8977905678881011,0.3700244216442876,ns
Batch_1,1,3,S_Mast,1.4447343397996173,0.14958669583534753,ns
Batch_1,1,3,S_Neutrophils,-1.3314118437243354,0.18407453813668603,ns
Batch_1,1,3,S_Bindea_full,0.1239892638689455,0.9014076462393358,ns
Batch_1,1,3,S_Expanded_IFNg,0.05236467281055593,0.9582733248618593,ns
Batch_1,1,3,S_KEGG_MMR,-2.0765820847452456,0.03869983104708513,*
Batch_1,1,3,S_KEGG_TGF_Beta,-1.6842231644324113,0.09318912225753222,ns
Batch_1,1,3,S_KEGG_Cytosolic_DNA_Sensing,2.4795687396008006,0.013708742748122622,*
Batch_1,1,3,S_PAM100HRD,-0.6536247658300145,0.5138593037070498,ns
Batch_1,2,3,ESTIMATE,1.8812963013723067,0.060749757024694824,ns
Batch_1,2,3,IMPRES,0.6370234511852559,0.5245201455762274,ns
Batch_1,2,3,C_Bcellsnaive,0.021130187174093373,0.9831536756886554,ns
Batch_1,2,3,C_Bcellsmemory,-0.1925047553322481,0.8474569190996352,ns
Batch_1,2,3,C_Plasmacells,-1.1260390655775767,0.26090962706329446,ns
Batch_1,2,3,C_TcellsCD8,1.7899110112736631,0.07432038127084882,ns
Batch_1,2,3,C_TcellsCD4naive,-0.8907914025859747,0.37364440039025715,ns
Batch_1,2,3,C_TcellsCD4memoryresting,-0.08963942014627463,0.9286243084549222,ns
Batch_1,2,3,C_TcellsCD4memoryactivated,0.25143314417257534,0.8016247268753575,ns
Batch_1,2,3,C_Tcellsfollicularhelper,-0.51147803992602,0.609334344799811,ns
Batch_1,2,3,C_Tcellsregulatory(Tregs),0.13729724163765433,0.8908736856890521,ns
Batch_1,2,3,C_Tcellsgammadelta,0.16350465785064178,0.870214147879421,ns
Batch_1,2,3,C_NKcellsresting,-0.7330170448373545,0.46403177311892374,ns
Batch_1,2,3,C_NKcellsactivated,-1.2602962671165874,0.20839028614332133,ns
Batch_1,2,3,C_Monocytes,1.4105345622658565,0.15925752923383205,ns
Batch_1,2,3,C_MacrophagesM0,-1.6042374472551566,0.10955096310082207,ns
Batch_1,2,3,C_MacrophagesM1,0.6713806117495804,0.502414718128487,ns
Batch_1,2,3,C_MacrophagesM2,1.0996600794869926,0.27222541004006723,ns
Batch_1,2,3,C_Dendriticcellsresting,2.056190885171841,0.040494772187230826,*
Batch_1,2,3,C_Dendriticcellsactivated,-0.9595336220780292,0.33794304050214885,ns
Batch_1,2,3,C_Mastcellsresting,1.8258389510565955,0.06871442583384642,ns
Batch_1,2,3,C_Mastcellsactivated,0.6450116780461664,0.5193362317983257,ns
Batch_1,2,3,C_Eosinophils,0.33032399144935853,0.7413500198251779,ns
Batch_1,2,3,C_Neutrophils,-0.33929894322112397,0.7345851661826401,ns
Batch_1,2,3,S_Attractors_LYM,1.909358012473385,0.057021820613690585,ns
Batch_1,2,3,S_Attractors_IFIT3,1.6581740277795205,0.09816563644289876,ns
Batch_1,2,3,S_Attractors_G_GIMAP4,2.6325095623019044,0.008845852970384045,*
Batch_1,2,3,S_Attractors_G_HLA.DPA1,2.766133438201816,0.005969235994063553,*
Batch_1,2,3,S_Attractors_G_SLAMF6,1.431267425546311,0.1532333146188174,ns
Batch_1,2,3,S_Attractors_G_LILRB4,1.198380742916301,0.23156823011838656,ns
Batch_1,2,3,S_Attractors_G_SIGLEC9,1.1125031871078186,0.26667464103278143,ns
Batch_1,2,3,S_Attractors_G_CYTH4,1.1008138547800355,0.2717235275559878,ns
Batch_1,2,3,S_Attractors_G_CD3E,2.4383260842910044,0.015245185458874513,*
Batch_1,2,3,S_Lymph_Vessels,0.6472693289944459,0.5178759705339613,ns
Batch_1,2,3,S_ICR_SCORE,1.3921863869155995,0.16473744718829525,ns
Batch_1,2,3,S_ICR_INHIB_SCORE,0.5171277215538108,0.6053890418192629,ns
Batch_1,2,3,S_ICR_ACT_SCORE,1.5629928737409355,0.11894524027026096,ns
Batch_1,2,3,S_Angiogenesis,2.1867848214447587,0.02941041354008838,*
Batch_1,2,3,S_APM1,0.15603525343707547,0.87609392411175,ns
Batch_1,2,3,S_APM2,2.396001008329419,0.017092097142190055,*
Batch_1,2,3,S_ICS5_score,1.7326717958069386,0.08402248344000968,ns
Batch_1,2,3,S_LIexpression_score,1.4871973278794488,0.1378503358948432,ns
Batch_1,2,3,S_Chemokine12_score,1.356893526539368,0.17567719088002262,ns
Batch_1,2,3,S_NHI_5gene_score,-0.34130971951248135,0.7330723575004423,ns
Batch_1,2,3,S_CD68,-1.6273487923770367,0.10455023696063422,ns
Batch_1,2,3,S_CD8A,2.238189486892022,0.025828208040566236,*
Batch_1,2,3,S_PD1_data,1.1934503033035861,0.23349001110912943,ns
Batch_1,2,3,S_PDL1_data,0.5433035788638345,0.5872617807760556,ns
Batch_1,2,3,S_PD1_PDL1_score,1.1518732830132439,0.25014828173910736,ns
Batch_1,2,3,S_CTLA4_data,0.8001900200084758,0.4241358557803998,ns
Batch_1,2,3,S_Bcell_mg_IGJ,0.10510770921264434,0.916349703547424,ns
Batch_1,2,3,S_Bcell_receptors_score,1.5345335484277578,0.12578915809304708,ns
Batch_1,2,3,S_STAT1_score,2.0326440515878965,0.04283231693630391,*
