Batch,SNVNeo_Count_1,SNVNeo_Count_2,Metric,T-Statistic,P-Value,Significance
Batch_2,1,2,S_Macrophages,-0.16979300990562707,0.8654197931264889,ns
Batch_2,1,2,S_Mast,1.3566380062989754,0.17709551484591465,ns
Batch_2,1,2,S_Neutrophils,0.23638338384439864,0.8134831664500157,ns
Batch_2,1,2,S_Bindea_full,1.571410450298286,0.11836088381667303,ns
Batch_2,1,2,S_Expanded_IFNg,0.6908066576068016,0.4908390457575873,ns
Batch_2,1,2,S_KEGG_MMR,-2.533555256132606,0.012400721252180289,*
Batch_2,1,2,S_KEGG_TGF_Beta,-0.25102766583761305,0.8021634258422606,ns
Batch_2,1,2,S_KEGG_Cytosolic_DNA_Sensing,-0.12262260862831746,0.9025830649274196,ns
Batch_2,1,2,S_PAM100HRD,1.1665252077335386,0.24539965612847425,ns
Batch_2,1,3,ESTIMATE,1.6418668483705898,0.10281500533815006,ns
Batch_2,1,3,IMPRES,0.490666175074887,0.6244146604677869,ns
Batch_2,1,3,C_Bcellsnaive,2.0952618512860375,0.037910634821385646,*
Batch_2,1,3,C_Bcellsmemory,2.1957813026459085,0.029719389318868715,*
Batch_2,1,3,C_Plasmacells,0.9323709667680454,0.3527163718767561,ns
Batch_2,1,3,C_TcellsCD8,-0.6274865077718498,0.531341056841925,ns
Batch_2,1,3,C_TcellsCD4naive,-0.8959458089507055,0.3717874248553713,ns
Batch_2,1,3,C_TcellsCD4memoryresting,0.03701164857403087,0.9705273352787851,ns
Batch_2,1,3,C_TcellsCD4memoryactivated,1.3836496328932035,0.16862181165389514,ns
Batch_2,1,3,C_Tcellsfollicularhelper,-0.5899384066262808,0.556162967906834,ns
Batch_2,1,3,C_Tcellsregulatory(Tregs),0.005691933327322442,0.9954664516224132,ns
Batch_2,1,3,C_Tcellsgammadelta,0.3447621106973509,0.7307797543353597,ns
Batch_2,1,3,C_NKcellsresting,1.0486840169571994,0.29609272565859335,ns
Batch_2,1,3,C_NKcellsactivated,-0.9205518437573522,0.3588347911911317,ns
Batch_2,1,3,C_Monocytes,0.4164517289075548,0.677703885970219,ns
Batch_2,1,3,C_MacrophagesM0,0.10623660676195858,0.915543513849971,ns
Batch_2,1,3,C_MacrophagesM1,-1.491582556999437,0.13801134702196483,ns
Batch_2,1,3,C_MacrophagesM2,-1.0227262659093461,0.30816432481460293,ns
Batch_2,1,3,C_Dendriticcellsresting,-0.7851932899015566,0.4336392064754684,ns
Batch_2,1,3,C_Dendriticcellsactivated,-0.3351825987202023,0.737978540615397,ns
Batch_2,1,3,C_Mastcellsresting,0.25811854446807575,0.7966865322048926,ns
Batch_2,1,3,C_Mastcellsactivated,-2.065664627169141,0.04066528762986967,*
Batch_2,1,3,C_Eosinophils,0.19591318992284945,0.8449562361290996,ns
Batch_2,1,3,C_Neutrophils,-2.2376938847875096,0.026787237073718353,*
Batch_2,1,3,S_Attractors_LYM,1.9277507309311108,0.055868352508982935,ns
Batch_2,1,3,S_Attractors_IFIT3,1.6388839111305435,0.10343573134101783,ns
Batch_2,1,3,S_Attractors_G_GIMAP4,2.5449145463023326,0.011991122975846015,*
Batch_2,1,3,S_Attractors_G_HLA.DPA1,1.118734488401743,0.26512917435116334,ns
Batch_2,1,3,S_Attractors_G_SLAMF6,1.416504956185687,0.15880242214948784,ns
Batch_2,1,3,S_Attractors_G_LILRB4,0.6826372559943459,0.49594044266356363,ns
Batch_2,1,3,S_Attractors_G_SIGLEC9,0.4044879311296814,0.6864583064056207,ns
Batch_2,1,3,S_Attractors_G_CYTH4,2.401671349679526,0.017604735645478764,*
Batch_2,1,3,S_Attractors_G_CD3E,1.593165248861703,0.11333112986871333,ns
Batch_2,1,3,S_Lymph_Vessels,1.5584319894271357,0.12134128740776601,ns
Batch_2,1,3,S_ICR_SCORE,-0.29053536663576457,0.7718276178657903,ns
Batch_2,1,3,S_ICR_INHIB_SCORE,-0.40662596334865453,0.6848906521298344,ns
Batch_2,1,3,S_ICR_ACT_SCORE,-0.2285386983539201,0.8195539689660467,ns
Batch_2,1,3,S_Angiogenesis,3.029305225880428,0.0029094818731624917,*
Batch_2,1,3,S_APM1,0.7252406376313031,0.46948954600950066,ns
Batch_2,1,3,S_APM2,1.1565217902860137,0.24939619858190712,ns
Batch_2,1,3,S_ICS5_score,1.402272701990006,0.16300092683898446,ns
Batch_2,1,3,S_LIexpression_score,1.6904657855919896,0.09311750762908606,ns
Batch_2,1,3,S_Chemokine12_score,0.3996916046360097,0.6899800369703848,ns
Batch_2,1,3,S_NHI_5gene_score,0.32946213590235834,0.7422884856121377,ns
Batch_2,1,3,S_CD68,1.0452815723141518,0.29765655891483866,ns
Batch_2,1,3,S_CD8A,0.6514139205779276,0.5158248202459916,ns
Batch_2,1,3,S_PD1_data,0.1791907248292677,0.8580415882893149,ns
Batch_2,1,3,S_PDL1_data,0.05930483109427642,0.9527921095747125,ns
Batch_2,1,3,S_PD1_PDL1_score,-0.09965500563732323,0.9207577931568491,ns
Batch_2,1,3,S_CTLA4_data,0.4496754603744453,0.6536253334933495,ns
Batch_2,1,3,S_Bcell_mg_IGJ,2.2345368208178074,0.026998961667766025,*
Batch_2,1,3,S_Bcell_receptors_score,2.286173631605296,0.023713348621337033,*
Batch_2,1,3,S_STAT1_score,1.3575800667454632,0.17673549636387864,ns
Batch_2,1,3,S_CSF1_response,1.5439738503874485,0.12480479433740416,ns
Batch_2,1,3,S_TcClassII_score,0.8540091453035189,0.39452827941257407,ns
Batch_2,1,3,S_IL12_score_21050467,0.5626323298320475,0.5745662546818266,ns
Batch_2,1,3,S_IL4_score_21050467,3.5645126861381726,0.000496049217262106,*
Batch_2,1,3,S_IL2_score_21050467,1.9055099013649979,0.05872092481122709,ns
Batch_2,1,3,S_IL13_score_21050467,1.9606089688696016,0.051868056228912406,ns
Batch_2,1,3,S_IFNG_score_21050467,1.1470761547098958,0.25326573532645824,ns
Batch_2,1,3,S_TGFB_score_21050467,1.1228799586693283,0.2633701803388286,ns
Batch_2,1,3,S_TREM1_data,-1.0682549677113842,0.28720553457756814,ns
Batch_2,1,3,S_DAP12_data,0.8897906315302161,0.37507277794996563,ns
Batch_2,1,3,S_Tcell_receptors_score,1.463096708705073,0.14563542992445117,ns
Batch_2,1,3,S_IL8_21978456,1.1534661742899956,0.25064337907777645,ns
Batch_2,1,3,S_IFN_21978456,1.6871825790548374,0.09374839934576662,ns
Batch_2,1,3,S_MHC1_21978456,1.3717657793500009,0.1722847197153388,ns
Batch_2,1,3,S_MHC2_21978456,1.1580794045977003,0.24876213187250862,ns
Batch_2,1,3,S_Bcell_21978456,2.1395298888016447,0.03409043558231451,*
Batch_2,1,3,S_Tcell_21978456,1.747906432198874,0.08262655432890768,ns
Batch_2,1,3,S_CD103pos_mean_25446897,3.653162474764266,0.00036275937148976553,*
Batch_2,1,3,S_CD103neg_mean_25446897,2.2884979936425847,0.023574072079850735,*
Batch_2,1,3,S_IgG_19272155,2.198783394768603,0.02950045839272021,*
Batch_2,1,3,S_Interferon_19272155,1.8083959997701395,0.07264604903405668,ns
Batch_2,1,3,S_LCK_19272155,1.7060349600199336,0.09017250356884175,ns
Batch_2,1,3,S_MHC.I_19272155,0.9812037801715912,0.3281493984503746,ns
Batch_2,1,3,S_MHC.II_19272155,1.2192020216383546,0.22477478093308495,ns
Batch_2,1,3,S_STAT1_19272155,-0.8071519378672318,0.42091943257423425,ns
Batch_2,1,3,S_Troester_WoundSig_19887484,2.885098510831578,0.004519229688574732,*
Batch_2,1,3,S_MDACC.FNA.1_20805453,2.128437620975437,0.0350150409612625,*
Batch_2,1,3,S_IGG_Cluster_21214954,2.2943097081979666,0.023228966813696683,*
Batch_2,1,3,S_Minterferon_Cluster_21214954,1.2016646199878438,0.23147981507561682,ns
Batch_2,1,3,S_Immune_cell_Cluster_21214954,1.074919141726907,0.2842212761435245,ns
Batch_2,1,3,S_MCD3_CD8_21214954,3.3700725303305,0.0009663191268686482,*
Batch_2,1,3,S_Interferon_Cluster_21214954,1.9655541137186865,0.05128749802859353,ns
Batch_2,1,3,S_B_cell_PCA_16704732,2.7800636846462035,0.006166572799953984,*
Batch_2,1,3,S_CD8_PCA_16704732,0.9398227272706131,0.3488933001631521,ns
Batch_2,1,3,S_GRANS_PCA_16704732,1.8577635055057413,0.0652590657542997,ns
Batch_2,1,3,S_LYMPHS_PCA_16704732,2.0820668062234313,0.03911825410805284,*
Batch_2,1,3,S_T_cell_PCA_16704732,2.27536117130613,0.024370759640221736,*
Batch_2,1,3,S_TGFB_PCA_17349583,2.042119598395337,0.04297745772600957,*
Batch_2,1,3,S_Rotterdam_ERneg_PCA_15721472,-0.06310488467258582,0.9497711066158014,ns
Batch_2,1,3,S_HER2_Immune_PCA_18006808,2.036815175301247,0.04351359108586572,*
Batch_2,1,3,S_IR7_score,1.3895564948548862,0.16682328112214784,ns
Batch_2,1,3,S_Buck14_score,0.8420880370288594,0.4011447966148304,ns
Batch_2,1,3,S_TAMsurr_score,-1.0351874487689419,0.30232879525869627,ns
Batch_2,1,3,S_Immune_NSCLC_score,2.8634352680676183,0.00482173215944846,*
Batch_2,1,3,S_Module3_IFN_score,1.4657594668096252,0.14490923257631064,ns
Batch_2,1,3,S_Module4_TcellBcell_score,1.7063735900605108,0.09010930109955724,ns
Batch_2,1,3,S_Module5_TcellBcell_score,0.5884241205347496,0.557175885841858,ns
Batch_2,1,3,S_Module11_Prolif_score,-4.796107485232625,4.0180231949138625e-06,*
Batch_2,1,3,S_CD8_CD68_ratio,1.3354412431569744,0.18385375997367956,ns
Batch_2,1,3,S_TAMsurr_TcClassII_ratio,0.4854416183640274,0.6281060321349452,ns
Batch_2,1,3,S_CHANG_CORE_SERUM_RESPONSE_UP,-4.589290077321783,9.647318153948126e-06,*
Batch_2,1,3,S_CSR_Activated_15701700,-1.2480515443236542,0.21405187344821347,ns
Batch_2,1,3,S_B_cells,2.304079669514175,0.022658799755910345,*
Batch_2,1,3,S_T_cells,1.4170008682017567,0.15865763375341754,ns
Batch_2,1,3,S_T_helper,0.49119510591312815,0.6240414766598592,ns
Batch_2,1,3,S_Tcm,1.2868287700459438,0.20023317724162515,ns
Batch_2,1,3,S_Tem,2.4969617810349782,0.013660475325343917,*
Batch_2,1,3,S_Th1,0.3191881278406606,0.7500496468196544,ns
Batch_2,1,3,S_Th2,-1.7352981650534036,0.08484233069955205,ns
Batch_2,1,3,S_TFH,3.0035307382003253,0.0031513627268647147,*
Batch_2,1,3,S_CD8_Tcells,2.2537793442872185,0.02573083414994169,*
Batch_2,1,3,S_Th17,1.0043620981658443,0.3169005967538836,ns
Batch_2,1,3,S_Treg,0.8343333316030613,0.40548477993079424,ns
Batch_2,1,3,S_Tgd,1.7542298143051578,0.0815332594700826,ns
Batch_2,1,3,S_Cytotoxic_cells,1.4791461430511772,0.1413007677718591,ns
Batch_2,1,3,S_NK_cells,3.9666871900368132,0.00011481547217702521,*
Batch_2,1,3,S_NK_cd56dim,0.5811577314213251,0.5620490237625125,ns
Batch_2,1,3,S_NK_cd56bright,1.7688275109916114,0.07905461750010838,ns
Batch_2,1,3,S_DC,1.9264600737920363,0.05603064212897168,ns
Batch_2,1,3,S_iDC,3.59354576124918,0.0004480017614032375,*
Batch_2,1,3,S_aDC,1.785381070188157,0.07631916292920118,ns
Batch_2,1,3,S_pDC,2.7313463494420924,0.0071023807846410285,*
Batch_2,1,3,S_Eosinophils,3.5835526050755697,0.00046402138828006506,*
Batch_2,1,3,S_Macrophages,1.4869805926675108,0.13922154225118474,ns
Batch_2,1,3,S_Mast,2.2785529526513164,0.02417505450545458,*
Batch_2,1,3,S_Neutrophils,1.3232826395236985,0.1878532814562644,ns
Batch_2,1,3,S_Bindea_full,2.7269853330019598,0.007192138374269142,*
Batch_2,1,3,S_Expanded_IFNg,0.6076389663263091,0.544390698922947,ns
Batch_2,1,3,S_KEGG_MMR,-4.812752836547623,3.7404201796270524e-06,*
Batch_2,1,3,S_KEGG_TGF_Beta,0.4832838864047368,0.6296333157788475,ns
Batch_2,1,3,S_KEGG_Cytosolic_DNA_Sensing,0.9846674871597395,0.32645050629288785,ns
Batch_2,1,3,S_PAM100HRD,2.758333189497973,0.006569186455433478,*
Batch_2,2,3,ESTIMATE,1.2710998358181202,0.2054296289806845,ns
Batch_2,2,3,IMPRES,0.07368428192179165,0.9413482334678092,ns
Batch_2,2,3,C_Bcellsnaive,0.6704680100085387,0.5034693032185222,ns
Batch_2,2,3,C_Bcellsmemory,-4.151053092012595,5.224086394899935e-05,*
Batch_2,2,3,C_Plasmacells,0.07451359041141871,0.9406893354188297,ns
Batch_2,2,3,C_TcellsCD8,-1.0370430053472273,0.3011886519275493,ns
Batch_2,2,3,C_TcellsCD4naive,-1.308055793578086,0.19262033397629225,ns
Batch_2,2,3,C_TcellsCD4memoryresting,0.1043861649466747,0.916985953981025,ns
Batch_2,2,3,C_TcellsCD4memoryactivated,0.694408668745044,0.4883738574527027,ns
Batch_2,2,3,C_Tcellsfollicularhelper,-1.4270593545811423,0.15539692740023023,ns
Batch_2,2,3,C_Tcellsregulatory(Tregs),-0.03380565314972648,0.9730717873784502,ns
Batch_2,2,3,C_Tcellsgammadelta,0.7937306720085326,0.42845874666782435,ns
Batch_2,2,3,C_NKcellsresting,0.027734517346071123,0.9779064243709515,ns
Batch_2,2,3,C_NKcellsactivated,-0.6502816670593109,0.5163881288815004,ns
Batch_2,2,3,C_Monocytes,0.0576759110571501,0.9540745184851506,ns
Batch_2,2,3,C_MacrophagesM0,-1.4774007219228542,0.14141844499238565,ns
Batch_2,2,3,C_MacrophagesM1,-0.7603344320775542,0.44810792830163204,ns
Batch_2,2,3,C_MacrophagesM2,0.935134391172181,0.3510454772187276,ns
Batch_2,2,3,C_Dendriticcellsresting,0.3675604909505493,0.713658171997035,ns
Batch_2,2,3,C_Dendriticcellsactivated,-0.28393791439389776,0.7768034851511076,ns
Batch_2,2,3,C_Mastcellsresting,1.1269618200680767,0.2613468321182837,ns
Batch_2,2,3,C_Mastcellsactivated,-2.3567746119904727,0.019573160209870728,*
Batch_2,2,3,C_Eosinophils,0.535173223973183,0.593229440836435,ns
Batch_2,2,3,C_Neutrophils,2.0958848357417668,0.03757342547519106,*
Batch_2,2,3,S_Attractors_LYM,1.4570230375865247,0.1469546503501359,ns
Batch_2,2,3,S_Attractors_IFIT3,1.8835728355722647,0.06133037342531721,ns
Batch_2,2,3,S_Attractors_G_GIMAP4,1.877858231700807,0.06211313414479997,ns
Batch_2,2,3,S_Attractors_G_HLA.DPA1,1.1806233871779004,0.2394015951714622,ns
Batch_2,2,3,S_Attractors_G_SLAMF6,0.7217199146347878,0.4714581893080976,ns
Batch_2,2,3,S_Attractors_G_LILRB4,0.764609495683939,0.4455641667377698,ns
Batch_2,2,3,S_Attractors_G_SIGLEC9,1.0070072503968073,0.31536246621145403,ns
Batch_2,2,3,S_Attractors_G_CYTH4,1.1342473915428701,0.25828765313313257,ns
Batch_2,2,3,S_Attractors_G_CD3E,0.8715260366162966,0.3846961371019755,ns
Batch_2,2,3,S_Lymph_Vessels,1.5066541172786643,0.13375528520907212,ns
Batch_2,2,3,S_ICR_SCORE,-0.42438326362652884,0.6718228955011598,ns
Batch_2,2,3,S_ICR_INHIB_SCORE,-0.4600969306190758,0.6460345698961116,ns
Batch_2,2,3,S_ICR_ACT_SCORE,-0.3976369261102165,0.6913966868117034,ns
Batch_2,2,3,S_Angiogenesis,2.144243129226772,0.033434162804464,*
Batch_2,2,3,S_APM1,-0.008123809228378237,0.9935277347410615,ns
Batch_2,2,3,S_APM2,0.9939873203500557,0.3216417397832389,ns
Batch_2,2,3,S_ICS5_score,-0.3359942111909744,0.7372895656752497,ns
Batch_2,2,3,S_LIexpression_score,0.441071787207366,0.6597214557992925,ns
Batch_2,2,3,S_Chemokine12_score,0.03727941817968993,0.9703059560744496,ns
Batch_2,2,3,S_NHI_5gene_score,0.6312737376147166,0.5287094206604663,ns
Batch_2,2,3,S_CD68,0.8390754977067745,0.40260528808015494,ns
Batch_2,2,3,S_CD8A,-0.27758021181836007,0.781671898652923,ns
Batch_2,2,3,S_PD1_data,-0.21245210736566333,0.832008863265463,ns
Batch_2,2,3,S_PDL1_data,0.5719298657665636,0.5681249710213845,ns
Batch_2,2,3,S_PD1_PDL1_score,-0.0587877720347565,0.9531901949083443,ns
Batch_2,2,3,S_CTLA4_data,0.27314432693779667,0.7850738109857991,ns
Batch_2,2,3,S_Bcell_mg_IGJ,0.8571851887389847,0.39254931680254446,ns
Batch_2,2,3,S_Bcell_receptors_score,1.3781552928564025,0.16996652468295537,ns
Batch_2,2,3,S_STAT1_score,1.076769344306631,0.2831089845374678,ns
Batch_2,2,3,S_CSF1_response,1.5128734723443704,0.13216863274266355,ns
Batch_2,2,3,S_TcClassII_score,0.5388372938418671,0.5907040405593997,ns
