Batch,SNVNeo_Count_1,SNVNeo_Count_2,Metric,T-Statistic,P-Value,Significance
Batch_1,1,2,ESTIMATE,2.918220023072565,0.0037745002209816376,*
Batch_1,1,2,IMPRES,0.6293062022922702,0.5296061908103946,ns
Batch_1,1,2,C_Bcellsnaive,0.8310673525485124,0.40656707384797186,ns
Batch_1,1,2,C_Bcellsmemory,1.682855489210821,0.09339705925628768,ns
Batch_1,1,2,C_Plasmacells,-1.3985236878599754,0.1629427340464787,ns
Batch_1,1,2,C_TcellsCD8,1.9947837954676335,0.04693057815976718,*
Batch_1,1,2,C_TcellsCD4naive,-11.961965039028359,1.996429068860537e-27,*
Batch_1,1,2,C_TcellsCD4memoryresting,1.2603062819880055,0.2084946733955989,ns
Batch_1,1,2,C_TcellsCD4memoryactivated,1.5280240454933829,0.12751325821000734,ns
Batch_1,1,2,C_Tcellsfollicularhelper,-0.5988283923788721,0.5497190831731344,ns
Batch_1,1,2,C_Tcellsregulatory(Tregs),-0.08653598776179307,0.9310955044874245,ns
Batch_1,1,2,C_Tcellsgammadelta,-1.5515162615746145,0.12178530115085781,ns
Batch_1,1,2,C_NKcellsresting,1.6162239723661673,0.1070501130859887,ns
Batch_1,1,2,C_NKcellsactivated,-1.4974780541741768,0.13527344728370583,ns
Batch_1,1,2,C_Monocytes,1.2081107060445724,0.22791376595728474,ns
Batch_1,1,2,C_MacrophagesM0,-1.460842600613723,0.1450585351638485,ns
Batch_1,1,2,C_MacrophagesM1,0.1217641503674756,0.9031636938134175,ns
Batch_1,1,2,C_MacrophagesM2,-0.4273028926389185,0.6694515925000627,ns
Batch_1,1,2,C_Dendriticcellsresting,2.0738206110168433,0.03891082011929736,*
Batch_1,1,2,C_Dendriticcellsactivated,-1.5619964328959361,0.11929608746798746,ns
Batch_1,1,2,C_Mastcellsresting,-0.277775132844753,0.7813677849566365,ns
Batch_1,1,2,C_Mastcellsactivated,-0.3859936237949274,0.6997627867443421,ns
Batch_1,1,2,C_Eosinophils,0.8243159433878353,0.4103857729984205,ns
Batch_1,1,2,C_Neutrophils,0.07881800799485686,0.9372275847440644,ns
