Batch,FusNeo_Count_1,FusNeo_Count_2,Metric,T-Statistic,P-Value,Significance
Batch_2,1,2,ESTIMATE,0.6492129541699402,0.5169569125765177,ns
Batch_2,1,2,IMPRES,-0.8121488253628629,0.4176865223884668,ns
Batch_2,1,2,C_Bcellsnaive,0.4841835650278882,0.6287934324088292,ns
Batch_2,1,2,C_Bcellsmemory,0.03115342481594568,0.9751787228203068,ns
Batch_2,1,2,C_Plasmacells,-0.5015866106496752,0.6165184152989209,ns
Batch_2,1,2,C_TcellsCD8,0.67111399838308,0.5029340280803211,ns
Batch_2,1,2,C_TcellsCD4naive,-1.7080942374948191,0.08919403619933773,ns
Batch_2,1,2,C_TcellsCD4memoryresting,-2.1413903028099672,0.033470900566261313,*
Batch_2,1,2,C_TcellsCD4memoryactivated,-1.2046265289822604,0.22979271756146827,ns
Batch_2,1,2,C_Tcellsfollicularhelper,0.7702229257062299,0.44209032359498446,ns
Batch_2,1,2,C_Tcellsregulatory(Tregs),0.4712906988618941,0.6379546505560408,ns
Batch_2,1,2,C_Tcellsgammadelta,0.2190589368660212,0.826830927196154,ns
Batch_2,1,2,C_NKcellsresting,-1.2621662713761899,0.20838115681712113,ns
Batch_2,1,2,C_NKcellsactivated,-0.28992980205557145,0.7721748791743022,ns
Batch_2,1,2,C_Monocytes,0.5543421964181058,0.5799734252349582,ns
Batch_2,1,2,C_MacrophagesM0,-1.6862729188349632,0.09332626815746929,ns
Batch_2,1,2,C_MacrophagesM1,-2.1104447744272483,0.036081898498367716,*
Batch_2,1,2,C_MacrophagesM2,1.2483021040084414,0.21340199123735892,ns
Batch_2,1,2,C_Dendriticcellsresting,1.1555755190417056,0.24925443024515384,ns
Batch_2,1,2,C_Dendriticcellsactivated,-1.7216022096743648,0.08671135328960583,ns
Batch_2,1,2,C_Mastcellsresting,2.4332604432041554,0.015855972384795376,*
Batch_2,1,2,C_Mastcellsactivated,-0.5119643422534755,0.6092494050848696,ns
Batch_2,1,2,C_Eosinophils,1.2240903412967337,0.22238006637054736,ns
Batch_2,1,2,C_Neutrophils,1.5726632914185328,0.11740146279692566,ns
Batch_2,1,2,S_Attractors_LYM,0.55727432239911,0.577972632962607,ns
Batch_2,1,2,S_Attractors_IFIT3,0.25358467796414214,0.8000808879963335,ns
Batch_2,1,2,S_Attractors_G_GIMAP4,1.001591534876638,0.3177695779832442,ns
Batch_2,1,2,S_Attractors_G_HLA.DPA1,1.8973345165424698,0.05924648634821801,ns
Batch_2,1,2,S_Attractors_G_SLAMF6,-0.2312941312415887,0.8173263584160274,ns
Batch_2,1,2,S_Attractors_G_LILRB4,0.09264166567762788,0.9262823848384789,ns
Batch_2,1,2,S_Attractors_G_SIGLEC9,1.389587384931732,0.16622265080547433,ns
Batch_2,1,2,S_Attractors_G_CYTH4,0.10827845863089518,0.9138850124478824,ns
Batch_2,1,2,S_Attractors_G_CD3E,0.15495605513174965,0.8770146084154508,ns
Batch_2,1,2,S_Lymph_Vessels,-0.2709239379390174,0.7867331889763385,ns
Batch_2,1,2,S_ICR_SCORE,-0.6588291715863499,0.5107747754445795,ns
Batch_2,1,2,S_ICR_INHIB_SCORE,-0.8639107707164613,0.3886875432479381,ns
Batch_2,1,2,S_ICR_ACT_SCORE,-0.5883672665413653,0.5569597421641235,ns
Batch_2,1,2,S_Angiogenesis,0.9473784132341946,0.3446066293818387,ns
Batch_2,1,2,S_APM1,-0.26490788262576304,0.7913573960645236,ns
Batch_2,1,2,S_APM2,1.4496022747769228,0.1487595399595913,ns
Batch_2,1,2,S_ICS5_score,-0.3050353592557381,0.7606612548213683,ns
Batch_2,1,2,S_LIexpression_score,-0.2656432266909875,0.7907917773229273,ns
Batch_2,1,2,S_Chemokine12_score,-0.5919872920497983,0.5545378811735837,ns
Batch_2,1,2,S_NHI_5gene_score,-0.8481669101186822,0.39737438562736016,ns
Batch_2,1,2,S_CD68,0.07213909728378602,0.9425643985262748,ns
Batch_2,1,2,S_CD8A,-0.040018457935466004,0.9681189377043927,ns
Batch_2,1,2,S_PD1_data,-0.5613540245809825,0.575194226185915,ns
Batch_2,1,2,S_PDL1_data,0.2405616041759219,0.8101450711076931,ns
Batch_2,1,2,S_PD1_PDL1_score,-0.4090148950183624,0.6829730420360922,ns
Batch_2,1,2,S_CTLA4_data,-0.4242463013276973,0.6718491143072219,ns
Batch_2,1,2,S_Bcell_mg_IGJ,-0.5556713378589109,0.5790660547149893,ns
Batch_2,1,2,S_Bcell_receptors_score,0.27002026926835476,0.7874273097257839,ns
Batch_2,1,2,S_STAT1_score,0.020742443510750646,0.9834721050011712,ns
Batch_2,1,2,S_CSF1_response,0.7952257490027688,0.42743926563731505,ns
Batch_2,1,2,S_TcClassII_score,0.3980224720373892,0.6910446158074308,ns
Batch_2,1,2,S_IL12_score_21050467,-0.6616611958624331,0.5089615542253547,ns
Batch_2,1,2,S_IL4_score_21050467,0.009076271497344293,0.9927674671626394,ns
Batch_2,1,2,S_IL2_score_21050467,-0.5207853749168567,0.6031011486529412,ns
Batch_2,1,2,S_IL13_score_21050467,-2.064972015920383,0.04023513534806502,*
Batch_2,1,2,S_IFNG_score_21050467,-0.04991961660820498,0.9602370212924471,ns
Batch_2,1,2,S_TGFB_score_21050467,-1.1600963130888617,0.24741360317615635,ns
Batch_2,1,2,S_TREM1_data,-0.15207051008215203,0.8792869499565258,ns
Batch_2,1,2,S_DAP12_data,2.491578836718376,0.01354341748412331,*
Batch_2,1,2,S_Tcell_receptors_score,-0.06646554478158004,0.9470745925559443,ns
Batch_2,1,2,S_IL8_21978456,-2.040026354684662,0.04268239959693192,*
Batch_2,1,2,S_IFN_21978456,0.34843217377169416,0.7278877150892513,ns
Batch_2,1,2,S_MHC1_21978456,0.6100510566294984,0.5425310430206218,ns
Batch_2,1,2,S_MHC2_21978456,1.7202949229946507,0.08694914064238668,ns
Batch_2,1,2,S_Bcell_21978456,-0.8704519416347599,0.38511290331821235,ns
Batch_2,1,2,S_Tcell_21978456,0.07960701959106742,0.9366306200585699,ns
Batch_2,1,2,S_CD103pos_mean_25446897,0.6273435086630085,0.5311605232662684,ns
Batch_2,1,2,S_CD103neg_mean_25446897,1.895349061230996,0.059510409186272775,ns
Batch_2,1,2,S_IgG_19272155,-1.1340712828076438,0.25814276976412664,ns
Batch_2,1,2,S_Interferon_19272155,0.36341881243536955,0.7166817310345222,ns
Batch_2,1,2,S_LCK_19272155,0.2040028978206628,0.8385618233188754,ns
Batch_2,1,2,S_MHC.I_19272155,0.6135695373190578,0.5402076210165201,ns
Batch_2,1,2,S_MHC.II_19272155,1.2237971777561927,0.22249042075174688,ns
Batch_2,1,2,S_STAT1_19272155,-0.8583745380510844,0.3917288513358109,ns
Batch_2,1,2,S_Troester_WoundSig_19887484,-0.5173551472898842,0.6054886744065355,ns
Batch_2,1,2,S_MDACC.FNA.1_20805453,-0.5987152215429924,0.5500506101253975,ns
Batch_2,1,2,S_IGG_Cluster_21214954,-0.9466186451408738,0.344992806573872,ns
Batch_2,1,2,S_Minterferon_Cluster_21214954,0.2468284383021312,0.8052980247937999,ns
Batch_2,1,2,S_Immune_cell_Cluster_21214954,0.273191693567905,0.7849920465712217,ns
Batch_2,1,2,S_MCD3_CD8_21214954,1.878978245111642,0.06172423183782554,ns
Batch_2,1,2,S_Interferon_Cluster_21214954,0.4962781260587256,0.6202514651349598,ns
Batch_2,1,2,S_B_cell_PCA_16704732,-0.5923442392670156,0.5542993585803937,ns
Batch_2,1,2,S_CD8_PCA_16704732,0.637434156151976,0.5245822191936609,ns
Batch_2,1,2,S_GRANS_PCA_16704732,-0.8015730968329112,0.42376573016686225,ns
Batch_2,1,2,S_LYMPHS_PCA_16704732,3.150313765872131,0.0018851472883555933,*
Batch_2,1,2,S_T_cell_PCA_16704732,-0.20127253608517154,0.840693140816807,ns
Batch_2,1,2,S_TGFB_PCA_17349583,-0.3169860132477907,0.7515898890416013,ns
Batch_2,1,2,S_Rotterdam_ERneg_PCA_15721472,-1.2062711605239893,0.22915960400620725,ns
Batch_2,1,2,S_HER2_Immune_PCA_18006808,0.022045774414268336,0.9824337551704194,ns
Batch_2,1,2,S_IR7_score,-0.2555663115523095,0.798552371677756,ns
Batch_2,1,2,S_Buck14_score,1.8647991831322235,0.06369678044775225,ns
Batch_2,1,2,S_TAMsurr_score,-1.2734750103857613,0.20435008604536772,ns
Batch_2,1,2,S_Immune_NSCLC_score,-0.2786611906779868,0.7807971378041837,ns
Batch_2,1,2,S_Module3_IFN_score,0.30819570695236526,0.7582590490025619,ns
