mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_gamma,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error
0.0622894287109375,0.010472125942490404,0.005919837951660156,0.001147231313786765,0.01,0.01,3,200,0.5,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.5}",0.07100785035101043,0.10409121559092571,0.06062712779283741,0.15411336391723707,0.13792576022562797,0.10555306357552771,0.03638665337698506,1,-0.9982251234754294,-0.9900266028106713,-0.9492415860781934,-0.8841212371542979,-0.8965225782763766,-0.9436274255589936,0.046744334762013964,1
0.07776937484741211,0.0038215752066877344,0.006632661819458008,0.0003313984150333753,0.1,0.01,3,200,0.5,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.5}",0.0700794748130541,0.10483283935414567,0.06178044533718363,0.15363312857862976,0.13696816892499075,0.10545881140160078,0.035981921592702366,2,-0.9987237802045544,-0.9896167512292688,-0.9486586901682078,-0.8843721726804559,-0.8970203683207985,-0.943678352520657,0.04660328272714426,2
0.1510904312133789,0.01233951342763559,0.00714268684387207,0.00020118790998153622,0.1,0.01,3,400,0.5,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 400, 'subsample': 0.5}",0.04762771848955272,0.10924396061483799,0.03470618284525817,0.17707416806498,0.14553246637337913,0.1028368992776016,0.05489076812450428,3,-1.010708335650172,-0.9871754694620409,-0.9622490953146661,-0.8720393619174405,-0.8925584799632538,-0.9449461484615146,0.05379078010341802,3
0.19279694557189941,0.006889106390240481,0.007398366928100586,5.689228842327439e-05,0.1,0.01,6,200,0.5,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200, 'subsample': 0.5}",0.05114392429911352,0.10377295399796804,0.04252162217112798,0.18637993403868558,0.12940382518301052,0.10264445193798113,0.05290751844919464,4,-1.0088408176030434,-0.9902024351450054,-0.9583457845659125,-0.8670947691433742,-0.9009429160083867,-0.9450853444931445,0.05349249541234527,4
0.14054231643676757,0.004363398810817343,0.007301235198974609,0.00010768537181125389,0.01,0.01,3,400,0.5,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 400, 'subsample': 0.5}",0.048999070494125885,0.10912910878644355,0.034256274201659,0.1776503203016475,0.14120719182344654,0.1022483931214645,0.054238365503257634,5,-1.009980397511604,-0.9872391093635063,-0.9624733139642142,-0.8717340395051247,-0.8948146729478199,-0.9452483066584538,0.05328803028648752,5
0.1940917491912842,0.005279967926107665,0.007466936111450195,8.388561788176336e-05,0.01,0.01,6,200,0.5,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200, 'subsample': 0.5}",0.05154605096365206,0.10467416260735674,0.04345841448266552,0.18411690771328126,0.11785325196832563,0.10032975754705624,0.05091253860298278,6,-1.008627020803573,-0.9897044567525782,-0.9578768493477525,-0.8682998129931203,-0.9068998211371737,-0.9462815922068396,0.052036582136709704,6
0.399708890914917,0.011655539982773236,0.008153963088989257,0.00019044612248502745,0.01,0.01,9,200,0.5,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 200, 'subsample': 0.5}",0.04795357432220959,0.11059758415968757,0.038138489336588366,0.1954448489954228,0.10091839235432509,0.09861057783364668,0.05612289353179964,7,-1.0105354130499398,-0.9864251113709761,-0.9605368317111426,-0.862250888781954,-0.9155634653232456,-0.9470623420474515,0.052810949741305034,7
0.36337761878967284,0.009728480555493312,0.008014202117919922,0.0002835590253139667,0.1,0.01,9,200,0.5,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 200, 'subsample': 0.5}",0.049602626647111014,0.10490081731828826,0.03570939932834494,0.18614435478820845,0.10756941264322861,0.09678532214503625,0.0531482260984582,8,-1.0096598528028056,-0.989579175337202,-0.9617489392566274,-0.8672202913374613,-0.9121707061284835,-0.948075792972516,0.05201705394989335,8
0.08168568611145019,0.002706931658172224,0.006937932968139648,0.0002965052819255634,0.1,0.01,3,200,0.8,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",0.05992906096132011,0.08196284954356703,0.07061866157981633,0.14284315704031514,0.11843041324002679,0.09475682847300908,0.031087116297472746,9,-1.0041596996616429,-1.0021785318865029,-0.9441798397969503,-0.8899915620846891,-0.906603094374393,-0.9494225455608356,0.04727025130634769,9
0.07378168106079101,0.007943945310624432,0.006987953186035156,8.262923434614348e-05,0.01,0.01,3,200,0.8,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",0.06061531395765096,0.08055652022720328,0.07064464650928404,0.14333402462927847,0.11822551331752318,0.09467520372818798,0.03117428083684068,10,-1.0037931138103262,-1.0029458503464226,-0.9441666403614646,-0.889736690074374,-0.9067084474365781,-0.9494701484058329,0.04740339983582055,10
0.19079761505126952,0.010785850886788767,0.007655096054077148,0.00044380219281477215,0.1,0.01,9,100,0.5,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 100, 'subsample': 0.5}",0.062270104462845866,0.08495401945868286,0.05316106268169718,0.16798569370154015,0.09601023609261083,0.09287622327947538,0.04056610503141522,11,-1.0029085989227589,-1.000544539165491,-0.9530063707808425,-0.87684158379735,-0.9180591299531523,-0.950272044523919,0.048446076299753976,11
0.10770468711853028,0.000958689892616416,0.006918668746948242,0.0002160352305610448,0.1,0.01,6,100,0.5,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.5}",0.05703158809189235,0.08628500868453903,0.04774602709817766,0.15682380614861513,0.11036670913603908,0.09165062783185265,0.039376938982678224,12,-1.0057060122268866,-0.9998165983587317,-0.9557276393236408,-0.8827036226897486,-0.910739998474268,-0.9509387742146551,0.048339223734422225,13
0.2145294189453125,0.004812190654800109,0.0072482585906982425,0.00013840707585569228,0.01,0.01,9,100,0.5,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 100, 'subsample': 0.5}",0.06214826259241657,0.0855291484281282,0.05009934496658053,0.17050486260498965,0.08971772329692806,0.0915998683778086,0.04208582837856095,13,-1.0029737521673532,-1.0002300562814304,-0.9545459576024518,-0.8755131291038307,-0.921248812456819,-0.950902341522377,0.04841651851006603,12
0.0747753620147705,0.0036077031580750503,0.006517791748046875,0.0008234542648538219,0.1,0.01,3,200,1.0,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",0.07773535015459387,0.07328259263021097,0.07868734378195097,0.12895860050455843,0.09771363167234248,0.09127550374873135,0.020625264378867327,14,-0.9946041232358964,-1.0069053017140628,-0.9400723254802466,-0.8971708187625937,-0.9171937688063447,-0.9511892675998288,0.04286350266230696,14
0.07269444465637206,0.007030617131361416,0.00677337646484375,0.00016848969294070427,0.01,0.01,3,200,1.0,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",0.07869890566909987,0.07240898024938214,0.07868734378195097,0.1292709729344549,0.09698646982138148,0.09121053449125387,0.0207307887291414,15,-0.994084420602571,-1.0073797924915207,-0.9400723254802466,-0.8970099328625295,-0.9175632823117111,-0.9512219507497157,0.04286503819910637,15
0.14637379646301268,0.0008798521716729154,0.005913829803466797,0.000980548396080095,0.01,0.01,3,400,0.8,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 400, 'subsample': 0.8}",0.056664442163518514,0.08818210960773476,0.04180878528044718,0.15061843686351528,0.1138993689400436,0.09023462857105187,0.03919810400662327,16,-1.0059017796188612,-0.9987781243451462,-0.9587024595275615,-0.8859458044311619,-0.9089299634200424,-0.9516516262685546,0.047657309426803005,16
0.14723548889160157,0.00657504511849244,0.007133007049560547,0.00018513290941773447,0.1,0.01,3,400,0.8,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 400, 'subsample': 0.8}",0.054733139586544466,0.0931755618592015,0.04054681711145691,0.14901970945255738,0.11314862287144167,0.09012477017624039,0.039290100384385865,17,-1.0069309507185706,-0.9960395304701287,-0.9593335725442744,-0.8867791872362647,-0.9093149259732736,-0.9516796333885024,0.04708699961887164,17
