mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_gamma,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error
0.0461937427520752,0.0004592951745737685,0.00632929801940918,0.0007580872105446442,0.1,0.01,3,100,0.8,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",-0.012881213451006124,0.05449297741369363,0.0010062194560448434,0.016365490013976136,0.01906712792913734,0.015610120272369165,0.022580646940457295,1,-0.9834896008173108,-0.9930309578109648,-1.0656943814839979,-0.9204331195145032,-0.983667125836329,-0.9892630370926213,0.04616958300664373,1
0.042297649383544925,0.004964171721367333,0.006208276748657227,0.0007960403066507237,0.01,0.01,3,100,0.8,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",-0.012895525431185106,0.05394668866103136,0.0008380946924038124,0.015227641112862011,0.019072322776820916,0.015237844362386599,0.0224139119399261,2,-0.9834965491315674,-0.9933177897937587,-1.0657840527521414,-0.9209653350376726,-0.9836645211689756,-0.9894456495768231,0.04604543840680377,2
0.039108896255493165,0.005343734423846877,0.006779956817626953,0.00017975852700523488,0.01,0.01,3,100,0.5,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.5}",-0.019721011675575717,0.04036910682268646,0.008480156997575428,0.01641451248069392,0.020063482188091286,0.013121249362694275,0.019501998683078,3,-0.9868046747830623,-1.0004203533466034,-1.0617004193926871,-0.9204101829137025,-0.9831674331678317,-0.9905006127207774,0.04505089911275171,4
0.04506492614746094,0.0006238725888100147,0.006866359710693359,0.0002820947268510264,0.1,0.01,3,100,0.5,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.5}",-0.019528921279626577,0.04030616408891252,0.009337368711386573,0.016115413000552636,0.01935187728393306,0.013116380361031642,0.019324371172563814,4,-0.9867117255222921,-1.0004531618774135,-1.0612413772296945,-0.9205501164961307,-0.9835243439409552,-0.9904961450132971,0.04485399605962605,3
0.042469215393066403,0.004415802434742875,0.006777000427246094,0.00020284119147496234,0.01,0.01,3,100,1.0,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",-0.021361022657295337,0.05826644522652724,-0.01476209238122217,-0.003013968998428984,0.031360592956599875,0.010097990829236125,0.030172553771762405,5,-0.9875978919002237,-0.9910474101297019,-1.0740720159009212,-0.929456030265328,-0.9774838258987917,-0.9919314348189934,0.04664449749329945,5
0.044676780700683594,0.002089023666277346,0.006591606140136719,0.001053219597407449,0.1,0.01,3,100,1.0,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",-0.021361022657295337,0.05826644522652724,-0.01476209238122217,-0.003013968998428984,0.031360592956599875,0.010097990829236125,0.030172553771762405,5,-0.9875978919002237,-0.9910474101297019,-1.0740720159009212,-0.929456030265328,-0.9774838258987917,-0.9919314348189934,0.04664449749329945,5
0.11503820419311524,0.004640355119946247,0.007000780105590821,0.0001761464215293891,0.1,0.01,6,100,0.8,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.8}",-0.02443292852016321,0.061435650925889984,-0.0024275613209903124,0.014735851348629203,-0.001021678004383464,0.00965786688579644,0.02873679673074611,7,-0.9890819557846593,-0.9893784242508683,-1.0675243336920883,-0.9211952687824736,-0.9936884790740881,-0.9921736923168355,0.04633642778710974,7
0.10602273941040039,0.005793204673882522,0.007010459899902344,8.462240843384357e-05,0.01,0.01,6,100,0.5,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.5}",-0.0189688961125849,0.04023049047598404,0.0006976883381525356,0.025012092913664796,-0.0029808074903148185,0.008798113624980331,0.021100967471238234,8,-0.9864406889232042,-1.0004926048800278,-1.0658589343082399,-0.9163786730280685,-0.9946603924977352,-0.9927662587274553,0.047499262043733934,8
0.1017643928527832,0.002867729470221102,0.007029819488525391,0.0005288461041528874,0.1,0.01,6,100,0.5,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.5}",-0.02282045592447579,0.04236312512991891,0.0028631332916445595,0.02633340305351206,-0.006807939053751211,0.008386253299369706,0.023288430776470085,9,-0.988303234413617,-0.999380425458456,-1.0647034728697802,-0.9157575212527463,-0.9965562770993828,-0.9929401862187965,0.04729310139751265,10
0.1158371925354004,0.0022779535051358794,0.006696271896362305,0.00022794060094559062,0.01,0.01,6,100,0.8,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.8}",-0.02748912348519883,0.06286232806700232,-0.0018659260171178804,0.007831662851380927,-0.0002132831714360961,0.008225131648926087,0.029778926640855893,10,-0.9905562231879173,-0.9886261794034483,-1.0672252380866925,-0.9244172487083743,-0.9932871616531348,-0.9928224102079135,0.04525042953744644,9
