mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_gamma,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error
0.1455995559692383,0.0015131721965474481,0.006999301910400391,0.0002256047769739026,0.1,0.01,3,400,0.5,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 400, 'subsample': 0.5}",0.227644832604605,0.25422541169198754,0.09369545106971344,0.1377973054109175,0.10516196977755099,0.1637049941109549,0.06524121257972079,1,-0.9459457621320579,-0.8913542794811921,-0.9056471635567623,-0.9048303043846424,-0.8999690629906983,-0.9095493145090707,0.01889464345788466,1
0.14411673545837403,0.0037740103309326497,0.007266473770141601,0.00016227570675625682,0.01,0.01,3,400,0.5,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 400, 'subsample': 0.5}",0.22952774433750545,0.25341128453729933,0.09142451939746099,0.13438604285008127,0.10330911697138845,0.1624117416187471,0.06648792429111114,2,-0.9447920058532886,-0.8918406716137686,-0.9067810959055136,-0.9066184957092497,-0.9009003197393102,-0.910186517764226,0.018136543386417663,2
0.0784461498260498,0.004175014206947159,0.006127548217773437,0.0009142400637320915,0.1,0.01,3,200,0.5,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.5}",0.1939403345030113,0.2086693699364388,0.10040894370990305,0.14699505986425132,0.13697734105835402,0.1573982098143917,0.03933719003127665,3,-0.9663652457277957,-0.9181751858382573,-0.9022866171244684,-0.8999911166186226,-0.8838253688884651,-0.9141287068395219,0.028296391375448385,3
0.07949867248535156,0.008671153964869827,0.0068399906158447266,0.0005043230281817645,0.01,0.01,3,200,0.5,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.5}",0.193852734052528,0.20787424439951974,0.09983800321596803,0.14632360960227908,0.13719813024234018,0.157017344302527,0.03929352231705838,4,-0.9664177553214468,-0.9186363592154557,-0.9025728973468693,-0.9003452648594605,-0.8837123060608068,-0.9143369165608078,0.028294607991017604,4
0.14565443992614746,0.0021116726955952452,0.007180213928222656,0.0002863468476018794,0.1,0.01,3,400,0.8,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 400, 'subsample': 0.8}",0.2185058952950718,0.23438986616759883,0.08004413766358187,0.1274417281247503,0.10666429268746558,0.15340918398769368,0.06170458063735959,5,-0.9515257832373462,-0.9031302728329612,-0.9124423765143336,-0.9102478662535263,-0.8992132769983459,-0.9153119151673026,0.018723683638287268,5
0.14307971000671388,0.006840278179554586,0.0068267822265625,0.0009442477884407253,0.01,0.01,3,400,0.8,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 400, 'subsample': 0.8}",0.21726399749324876,0.23451183393498165,0.07819726361522683,0.12631943681746904,0.10622778484209183,0.15250406334060362,0.06207697256240867,6,-0.9522815334570155,-0.9030583320594736,-0.91335781240165,-0.9108330621230111,-0.8994329400602785,-0.9157927360202857,0.018930227281598124,6
0.08026843070983887,0.0011383936194624125,0.006775426864624024,0.00019489060923439996,0.1,0.01,3,200,0.8,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",0.18352821045197265,0.1946097518442882,0.06638704356373615,0.14646588865807197,0.14660110024033624,0.14751839895168103,0.044941179520505685,7,-0.9725866398795291,-0.9262959107040584,-0.9191902020427106,-0.9002702331416128,-0.8788836863817706,-0.9194453344299361,0.03125356182744688,7
0.07744946479797363,0.00839814632696671,0.006599950790405274,0.000977475705123189,0.01,0.01,3,200,0.8,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",0.18335032928878936,0.19506707075776875,0.06642325408949468,0.14623056945052526,0.14619909072136372,0.14745406286158835,0.04499912071539532,8,-0.9726925807234662,-0.9260328874108672,-0.9191723763029319,-0.900394326763195,-0.879090669311113,-0.9194765681023147,0.031209532551829934,8
0.20828890800476074,0.0046690090214119954,0.007513904571533203,8.971455117536829e-05,0.01,0.01,6,200,0.5,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200, 'subsample': 0.5}",0.19327311037210226,0.22631138364645786,0.06042134825826695,0.13305079963391753,0.07487292756831243,0.1375859138958114,0.06462372465182475,9,-0.9667651223515397,-0.9078825459516323,-0.9221222932166657,-0.9073174734193739,-0.9150736694354844,-0.9238322208749391,0.02213593964029471,9
0.20497593879699708,0.00462222183200181,0.007663345336914063,0.00023323794408867162,0.1,0.01,6,200,0.5,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200, 'subsample': 0.5}",0.18699511565857085,0.22328349888408483,0.05367249758962267,0.1331468417212205,0.08479431176998431,0.13637845312469662,0.0626516967640065,10,-0.9705195429171176,-0.909657342267135,-0.9254280997110702,-0.9072672149512376,-0.9101536588955179,-0.9246051717484157,0.02383986269292997,11
