Batch,SNVNeo_Count_1,SNVNeo_Count_2,Metric,T-Statistic,P-Value,Significance
Batch_2,1,2,S_MCD3_CD8_21214954,3.543441137684285,0.0004793701842058848,*
Batch_2,1,2,S_Interferon_Cluster_21214954,1.209866275503835,0.2275886211618206,ns
Batch_2,1,2,S_B_cell_PCA_16704732,2.3222133531677773,0.021107272585088342,*
Batch_2,1,2,S_CD8_PCA_16704732,0.6610659545354389,0.5092403870213624,ns
Batch_2,1,2,S_GRANS_PCA_16704732,1.1656580995369494,0.24497603919045852,ns
Batch_2,1,2,S_LYMPHS_PCA_16704732,1.6948771085625984,0.09147002808902858,ns
Batch_2,1,2,S_T_cell_PCA_16704732,1.829620967640041,0.06861825703587687,ns
Batch_2,1,2,S_TGFB_PCA_17349583,2.3194114496753757,0.021261404115311567,*
Batch_2,1,2,S_Rotterdam_ERneg_PCA_15721472,0.05115147790147788,0.9592497981505659,ns
Batch_2,1,2,S_HER2_Immune_PCA_18006808,1.5228875324453883,0.12917869038612564,ns
Batch_2,1,2,S_IR7_score,0.696750683689639,0.486671710065228,ns
Batch_2,1,2,S_Buck14_score,1.137405649601234,0.2565678925747583,ns
Batch_2,1,2,S_TAMsurr_score,-0.7583365526434797,0.44903613195700076,ns
Batch_2,1,2,S_Immune_NSCLC_score,2.3432958009575535,0.01997863412574575,*
Batch_2,1,2,S_Module3_IFN_score,0.9798630116094875,0.32819688315003803,ns
Batch_2,1,2,S_Module4_TcellBcell_score,1.0811116275993855,0.28079466796123115,ns
Batch_2,1,2,S_Module5_TcellBcell_score,0.09164717922056721,0.927059189502486,ns
Batch_2,1,2,S_Module11_Prolif_score,-4.89310544947175,1.8814241922201519e-06,*
Batch_2,1,2,S_CD8_CD68_ratio,0.9043649628493666,0.3667606875841567,ns
Batch_2,1,2,S_TAMsurr_TcClassII_ratio,0.2303529264662154,0.8180249945974027,ns
Batch_2,1,2,S_CHANG_CORE_SERUM_RESPONSE_UP,-4.981885930155149,1.2475539943866205e-06,*
Batch_2,1,2,S_CSR_Activated_15701700,-1.4927046965207782,0.1369030302956189,ns
Batch_2,1,2,S_B_cells,1.2656321639271224,0.2069422757643541,ns
Batch_2,1,2,S_T_cells,0.8836549691653421,0.37781740155874344,ns
Batch_2,1,2,S_T_helper,0.21907598026278552,0.8267877120198401,ns
Batch_2,1,2,S_Tcm,1.3201551178956121,0.18811286401504287,ns
Batch_2,1,2,S_Tem,1.7294299649316283,0.08509157330020199,ns
Batch_2,1,2,S_Th1,-0.35244297527600005,0.7248330822872684,ns
Batch_2,1,2,S_Th2,-1.7128085365754024,0.08811319872593149,ns
Batch_2,1,2,S_TFH,2.22217836161571,0.027257860073706123,*
Batch_2,1,2,S_CD8_Tcells,1.2308380928481857,0.2196572286252573,ns
Batch_2,1,2,S_Th17,0.8526962227344183,0.39472656596194766,ns
Batch_2,1,2,S_Treg,0.5435754591834825,0.5872670743975963,ns
Batch_2,1,2,S_Tgd,0.7642159738987452,0.44553218981009335,ns
Batch_2,1,2,S_Cytotoxic_cells,0.8768830477197025,0.38147721039274507,ns
Batch_2,1,2,S_NK_cells,3.0629523944171813,0.00245634050607909,*
Batch_2,1,2,S_NK_cd56dim,0.012729548144764808,0.9898547448793058,ns
Batch_2,1,2,S_NK_cd56bright,1.964353507122764,0.05070930347694896,ns
Batch_2,1,2,S_DC,0.7804600940156872,0.43593317989437286,ns
Batch_2,1,2,S_iDC,3.079227221542667,0.0023311602657169754,*
Batch_2,1,2,S_aDC,1.5201651030196612,0.1298611175035799,ns
Batch_2,1,2,S_pDC,1.9619702991891703,0.05098798402699631,ns
Batch_2,1,2,S_Eosinophils,3.14149595869883,0.0019045696252590332,*
Batch_2,1,2,S_Macrophages,1.381578236113694,0.1684595032744842,ns
Batch_2,1,2,S_Mast,3.1848596700929375,0.0016514533386978439,*
Batch_2,1,2,S_Neutrophils,0.454313588761317,0.6500372437202784,ns
Batch_2,1,2,S_Bindea_full,1.9829038522047464,0.04858372139009078,*
Batch_2,1,2,S_Expanded_IFNg,0.184649604704202,0.8536687351223113,ns
Batch_2,1,2,S_KEGG_MMR,-4.907879783768317,1.75775434913263e-06,*
