Batch,SNVNeo_Count_1,SNVNeo_Count_2,Metric,T-Statistic,P-Value,Significance
Batch_1,1,2,S_Buck14_score,0.9132744474386008,0.3615818847661266,ns
Batch_1,1,2,S_TAMsurr_score,-4.516997506050882,8.002824893870842e-06,*
Batch_1,1,2,S_Immune_NSCLC_score,-0.36995195101627104,0.7115904269486484,ns
Batch_1,1,2,S_Module3_IFN_score,-1.3731905134733229,0.17036943206519906,ns
Batch_1,1,2,S_Module4_TcellBcell_score,-0.7851382361402681,0.43278114223137554,ns
Batch_1,1,2,S_Module5_TcellBcell_score,-2.3367839980903926,0.019883466620929442,*
Batch_1,1,2,S_Module11_Prolif_score,-9.031137817600532,4.850400451676825e-18,*
Batch_1,1,2,S_CD8_CD68_ratio,-0.8586998444690496,0.3909582748270175,ns
Batch_1,1,2,S_TAMsurr_TcClassII_ratio,-2.0829844857999946,0.03781045410518867,*
Batch_1,1,2,S_CHANG_CORE_SERUM_RESPONSE_UP,-7.564165076050498,2.1791919502375094e-13,*
Batch_1,1,2,S_CSR_Activated_15701700,-5.376218811387676,1.218069651455228e-07,*
Batch_1,1,2,S_B_cells,-1.4330576447992547,0.1525280969080069,ns
Batch_1,1,2,S_T_cells,-0.2977726101668518,0.7660126355296741,ns
Batch_1,1,2,S_T_helper,1.0400867954262119,0.29885193859876524,ns
Batch_1,1,2,S_Tcm,2.978473242440494,0.0030517071364019543,*
Batch_1,1,2,S_Tem,-1.27418525425074,0.2032481802963604,ns
Batch_1,1,2,S_Th1,-3.1798319387389635,0.0015742215468466387,*
Batch_1,1,2,S_Th2,-5.224344698392605,2.666238999450153e-07,*
Batch_1,1,2,S_TFH,1.009569516442192,0.31323815179087444,ns
Batch_1,1,2,S_CD8_Tcells,2.283482641399231,0.022862101737191966,*
Batch_1,1,2,S_Th17,1.1343235952588198,0.25725608658313454,ns
Batch_1,1,2,S_Treg,-2.2354464857513094,0.025872424060854254,*
Batch_1,1,2,S_Tgd,-0.8585666594586643,0.3910316996230233,ns
Batch_1,1,2,S_Cytotoxic_cells,0.6373193169779114,0.5242374210164079,ns
Batch_1,1,2,S_NK_cells,2.2060222984801707,0.02788147569608216,*
Batch_1,1,2,S_NK_cd56dim,-1.1863524793011153,0.23610222821365315,ns
Batch_1,1,2,S_NK_cd56bright,4.820311478159022,1.9570084687735853e-06,*
Batch_1,1,2,S_DC,-1.780796736377478,0.07561274929252601,ns
Batch_1,1,2,S_iDC,2.060509668028229,0.039917779820367094,*
Batch_1,1,2,S_aDC,-1.5892491305251304,0.112698735715355,ns
Batch_1,1,2,S_pDC,-0.10336114610429996,0.9177218886612646,ns
Batch_1,1,2,S_Eosinophils,2.8065130376861505,0.005223026395871067,*
Batch_1,1,2,S_Macrophages,-1.5058952885826533,0.1327879481422038,ns
Batch_1,1,2,S_Mast,2.643484279437441,0.008489052720617587,*
Batch_1,1,2,S_Neutrophils,-2.3251111880642834,0.02050500652007244,*
Batch_1,1,2,S_Bindea_full,-0.13799629087626764,0.890304397064341,ns
Batch_1,1,2,S_Expanded_IFNg,-2.0004690431773575,0.046043367637108965,*
Batch_1,1,2,S_KEGG_MMR,-5.454797909170798,8.063076036635634e-08,*
