Batch,FusNeo_Count_1,FusNeo_Count_2,Metric,T-Statistic,P-Value,Significance
Batch_1,1,2,ESTIMATE,0.3278641978770691,0.7431651553876153,ns
Batch_1,1,2,IMPRES,0.06955679710721882,0.9445769831441599,ns
Batch_1,1,2,C_Bcellsnaive,-0.8518159923895281,0.3947643347467451,ns
Batch_1,1,2,C_Bcellsmemory,2.0242339212617204,0.043529841228259654,*
Batch_1,1,2,C_Plasmacells,-2.040640296019113,0.0418632773374123,*
Batch_1,1,2,C_TcellsCD8,0.09294303385833619,0.9259897271785229,ns
Batch_1,1,2,C_TcellsCD4naive,-0.8021105512652444,0.42290773941497284,ns
Batch_1,1,2,C_TcellsCD4memoryresting,-0.6995727067719668,0.4845516792038924,ns
Batch_1,1,2,C_TcellsCD4memoryactivated,-0.6478435617224603,0.5174128960236328,ns
Batch_1,1,2,C_Tcellsfollicularhelper,0.19476832877726366,0.8456612528122169,ns
Batch_1,1,2,C_Tcellsregulatory(Tregs),-0.3248469193498397,0.7454462361784802,ns
Batch_1,1,2,C_Tcellsgammadelta,0.9778346598283897,0.3286757136999502,ns
Batch_1,1,2,C_NKcellsresting,-0.3612004667604864,0.7181172462388161,ns
Batch_1,1,2,C_NKcellsactivated,-0.5672928599965034,0.5707950018397863,ns
Batch_1,1,2,C_Monocytes,0.28972656194401936,0.7721574138220934,ns
Batch_1,1,2,C_MacrophagesM0,-1.368848983136218,0.1717218768244471,ns
Batch_1,1,2,C_MacrophagesM1,-1.8909412569739878,0.05926720426422673,ns
Batch_1,1,2,C_MacrophagesM2,1.9513682971472348,0.05162650514722134,ns
Batch_1,1,2,C_Dendriticcellsresting,2.6701853209218744,0.007852347305807288,*
Batch_1,1,2,C_Dendriticcellsactivated,-1.1841395358587619,0.23697604851831647,ns
Batch_1,1,2,C_Mastcellsresting,1.8200902328653241,0.06940213394921871,ns
Batch_1,1,2,C_Mastcellsactivated,1.9557773227514532,0.05110295694388236,ns
Batch_1,1,2,C_Eosinophils,0.32574476979881806,0.7447672207344402,ns
Batch_1,1,2,C_Neutrophils,0.17393121209939716,0.8619968795357169,ns
Batch_1,1,2,S_Attractors_LYM,0.3851529276431818,0.7003040972398872,ns
Batch_1,1,2,S_Attractors_IFIT3,-0.8964881332432724,0.37046617805379267,ns
Batch_1,1,2,S_Attractors_G_GIMAP4,0.7637891521703172,0.4453887735329036,ns
Batch_1,1,2,S_Attractors_G_HLA.DPA1,1.4872302505942803,0.1376466499555286,ns
Batch_1,1,2,S_Attractors_G_SLAMF6,0.2750105975682445,0.7834329300882594,ns
Batch_1,1,2,S_Attractors_G_LILRB4,-0.05774736170403573,0.9539752188695902,ns
Batch_1,1,2,S_Attractors_G_SIGLEC9,0.3498242094202012,0.7266324936543637,ns
Batch_1,1,2,S_Attractors_G_CYTH4,-0.4350742564669945,0.6637148177785734,ns
Batch_1,1,2,S_Attractors_G_CD3E,1.1853468756348655,0.23649902495536537,ns
Batch_1,1,2,S_Lymph_Vessels,0.9096521751832866,0.36348757563575373,ns
Batch_1,1,2,S_ICR_SCORE,-0.39342953635457056,0.694186543146092,ns
Batch_1,1,2,S_ICR_INHIB_SCORE,-0.8875084353774746,0.3752741152765382,ns
Batch_1,1,2,S_ICR_ACT_SCORE,-0.2708531384274832,0.7866268147166101,ns
Batch_1,1,2,S_Angiogenesis,0.9075998455742043,0.36457010653758315,ns
Batch_1,1,2,S_APM1,-0.48212175001699464,0.6299512911666092,ns
Batch_1,1,2,S_APM2,1.871421890673605,0.06192808189199959,ns
Batch_1,1,2,S_ICS5_score,1.0551306265382088,0.2919255238374839,ns
Batch_1,1,2,S_LIexpression_score,0.2533941527462417,0.8000780977987765,ns
Batch_1,1,2,S_Chemokine12_score,-0.3594034252188193,0.719460048513801,ns
Batch_1,1,2,S_NHI_5gene_score,-2.512936617357937,0.012317741646949345,*
Batch_1,1,2,S_CD68,-0.36713742108172603,0.7136872062029178,ns
Batch_1,1,2,S_CD8A,0.7497875529344722,0.45377016611521503,ns
Batch_1,1,2,S_PD1_data,-0.32317490915783115,0.7467112523033517,ns
Batch_1,1,2,S_PDL1_data,-0.6887679146972909,0.49132037528752537,ns
Batch_1,1,2,S_PD1_PDL1_score,-0.429662873132625,0.6676442914226091,ns
Batch_1,1,2,S_CTLA4_data,-0.2755982681503819,0.7829817577688774,ns
Batch_1,1,2,S_Bcell_mg_IGJ,-0.6806119198512989,0.49646327250568567,ns
Batch_1,1,2,S_Bcell_receptors_score,0.648899064743422,0.5167310018245508,ns
Batch_1,1,2,S_STAT1_score,0.18362201542192427,0.8543917905364187,ns
Batch_1,1,2,S_CSF1_response,0.7269898587939457,0.46760603310258064,ns
Batch_1,1,2,S_TcClassII_score,0.9560479478413286,0.3395556867453239,ns
Batch_1,1,2,S_IL12_score_21050467,-0.1577345712479192,0.8747359327912981,ns
Batch_1,1,2,S_IL4_score_21050467,0.11490801011800093,0.908568726651765,ns
Batch_1,1,2,S_IL2_score_21050467,-0.6208487132036014,0.5350100389958468,ns
Batch_1,1,2,S_IL13_score_21050467,0.02544709745223688,0.9797095014156926,ns
Batch_1,1,2,S_IFNG_score_21050467,-0.27322452089511245,0.784804602596813,ns
Batch_1,1,2,S_TGFB_score_21050467,-1.7271944361256097,0.08481139276045957,ns
Batch_1,1,2,S_TREM1_data,-0.5701967465334119,0.5688257064930773,ns
Batch_1,1,2,S_DAP12_data,2.035364407224708,0.0423931921746538,*
